const|mouse|0610010F05Rik|ENSMUSG00000042208|11|23520229|23520467|-|dn_5intron	454	82	134	376
const|mouse|0610010F05Rik|ENSMUSG00000042208|11|23520229|23520467|-|dn_exon	306	31	89	137
const|mouse|0610010F05Rik|ENSMUSG00000042208|11|23520229|23520467|-|exon	470	34	60	106
const|mouse|0610010F05Rik|ENSMUSG00000042208|11|23520229|23520467|-|up_3intron	223	86	205	1263
const|mouse|0610010F05Rik|ENSMUSG00000042208|11|23520229|23520467|-|up_5intron	417	250	518	1507
const|mouse|0610010F05Rik|ENSMUSG00000042208|11|23520229|23520467|-|up_exon	458	82	159	113
const|mouse|1190002N15Rik|ENSMUSG00000045414|9|94424811|94425114|-|deep_dn	460	71	38	34
const|mouse|1190002N15Rik|ENSMUSG00000045414|9|94424811|94425114|-|deep_up	360	102	101	91
const|mouse|1190002N15Rik|ENSMUSG00000045414|9|94424811|94425114|-|dn_3intron	441	186	381	584
const|mouse|1190002N15Rik|ENSMUSG00000045414|9|94424811|94425114|-|exon	351	315	594	708
const|mouse|1190002N15Rik|ENSMUSG00000045414|9|94424811|94425114|-|up_3intron	104	60	47	29
const|mouse|1190002N15Rik|ENSMUSG00000045414|9|94424811|94425114|-|up_5intron	303	62	241	355
const|mouse|1190002N15Rik|ENSMUSG00000045414|9|94424811|94425114|-|up_exon	1279	422	585	404
const|mouse|2810403A07Rik|ENSMUSG00000028060|3|88504183|88504870|+|dn_3intron	172	51	80	599
const|mouse|2810403A07Rik|ENSMUSG00000028060|3|88504183|88504870|+|dn_5intron	328	92	33	95
const|mouse|2810403A07Rik|ENSMUSG00000028060|3|88504183|88504870|+|dn_exon	291	5876	19885	3176
const|mouse|2810403A07Rik|ENSMUSG00000028060|3|88504183|88504870|+|exon	1070	207	94	277
const|mouse|2810403A07Rik|ENSMUSG00000028060|3|88504183|88504870|+|up_3intron	397	145	125	558
const|mouse|2810403A07Rik|ENSMUSG00000028060|3|88504183|88504870|+|up_5intron	435	86	125	215
const|mouse|2810403A07Rik|ENSMUSG00000028060|3|88504183|88504870|+|up_exon	1077	158	221	201
const|mouse|2900006K08Rik|ENSMUSG00000057265|12|85751987|85752215|+|dn_3intron	448	168	197	184
const|mouse|2900006K08Rik|ENSMUSG00000057265|12|85751987|85752215|+|exon	81	37	60	17
const|mouse|2900006K08Rik|ENSMUSG00000057265|12|85751987|85752215|+|up_3intron	42	11	13	10
const|mouse|2900006K08Rik|ENSMUSG00000057265|12|85751987|85752215|+|up_5intron	1193	484	952	1354
const|mouse|2900006K08Rik|ENSMUSG00000057265|12|85751987|85752215|+|up_exon	128	192	16	4
const|mouse|3110002H16Rik|ENSMUSG00000024410|18|12347069|12347146|+|dn_3intron	462	112	33	74
const|mouse|3110002H16Rik|ENSMUSG00000024410|18|12347069|12347146|+|dn_exon	639	250	76	468
const|mouse|3110002H16Rik|ENSMUSG00000024410|18|12347069|12347146|+|exon	412	107	42	9
const|mouse|3110002H16Rik|ENSMUSG00000024410|18|12347069|12347146|+|up_3intron	636	191	134	277
const|mouse|3110002H16Rik|ENSMUSG00000024410|18|12347069|12347146|+|up_5intron	411	211	277	218
const|mouse|3110002H16Rik|ENSMUSG00000024410|18|12347069|12347146|+|up_exon	92	154	54	91
const|mouse|4922501C03Rik|ENSMUSG00000056919|9|87134650|87134768|-|dn_3intron	549	127	156	384
const|mouse|4922501C03Rik|ENSMUSG00000056919|9|87134650|87134768|-|dn_5intron	506	275	926	1583
const|mouse|4922501C03Rik|ENSMUSG00000056919|9|87134650|87134768|-|dn_exon	209	34	36	31
const|mouse|4922501C03Rik|ENSMUSG00000056919|9|87134650|87134768|-|exon	261	87	12	27
const|mouse|4922501C03Rik|ENSMUSG00000056919|9|87134650|87134768|-|up_3intron	154	63	91	112
const|mouse|4922501C03Rik|ENSMUSG00000056919|9|87134650|87134768|-|up_5intron	19	104	31	31
const|mouse|4922501C03Rik|ENSMUSG00000056919|9|87134650|87134768|-|up_exon	187	42	62	209
const|mouse|4930402H24Rik|ENSMUSG00000027309|2|130636558|130636826|-|dn_3intron	394	75	66	58
const|mouse|4930402H24Rik|ENSMUSG00000027309|2|130636558|130636826|-|dn_5intron	232	94	35	63
const|mouse|4930402H24Rik|ENSMUSG00000027309|2|130636558|130636826|-|dn_exon	169	193	48	40
const|mouse|4930402H24Rik|ENSMUSG00000027309|2|130636558|130636826|-|exon	1155	270	847	2870
const|mouse|4930402H24Rik|ENSMUSG00000027309|2|130636558|130636826|-|up_3intron	236	27	37	48
const|mouse|4930402H24Rik|ENSMUSG00000027309|2|130636558|130636826|-|up_5intron	53	75	63	48
const|mouse|4930402H24Rik|ENSMUSG00000027309|2|130636558|130636826|-|up_exon	388	253	797	508
const|mouse|AA986860|ENSMUSG00000042510|1|132637580|132637760|+|dn_3intron	202	97	131	73
const|mouse|AA986860|ENSMUSG00000042510|1|132637580|132637760|+|dn_5intron	343	78	15	30
const|mouse|AA986860|ENSMUSG00000042510|1|132637580|132637760|+|dn_exon	187	97	447	185
const|mouse|AA986860|ENSMUSG00000042510|1|132637580|132637760|+|exon	430	87	15	17
const|mouse|AA986860|ENSMUSG00000042510|1|132637580|132637760|+|up_3intron	498	154	194	105
const|mouse|AA986860|ENSMUSG00000042510|1|132637580|132637760|+|up_5intron	412	195	270	300
const|mouse|AA986860|ENSMUSG00000042510|1|132637580|132637760|+|up_exon	212	60	27	15
const|mouse|Abca1|ENSMUSG00000015243|4|53090815|53090986|-|dn_3intron	370	63	63	131
const|mouse|Abca1|ENSMUSG00000015243|4|53090815|53090986|-|dn_5intron	578	129	258	192
const|mouse|Abca1|ENSMUSG00000015243|4|53090815|53090986|-|dn_exon	402	111	17	34
const|mouse|Abca1|ENSMUSG00000015243|4|53092443|53092557|-|up_3intron	1275	211	243	347
const|mouse|Abca1|ENSMUSG00000015243|4|53092443|53092557|-|up_5intron	224	168	295	380
const|mouse|Abca1|ENSMUSG00000015243|4|53092443|53092557|-|up_exon	241	162	26	42
const|mouse|Abca5|ENSMUSG00000018800|11|110166164|110166339|-|dn_3intron	404	16	37	128
const|mouse|Abca5|ENSMUSG00000018800|11|110166164|110166339|-|dn_5intron	88	21	33	93
const|mouse|Abca5|ENSMUSG00000018800|11|110166164|110166339|-|dn_exon	126	66	180	244
const|mouse|Abca5|ENSMUSG00000018800|11|110166164|110166339|-|exon	485	50	20	50
const|mouse|Abca5|ENSMUSG00000018800|11|110166164|110166339|-|up_3intron	225	175	246	1473
const|mouse|Abca5|ENSMUSG00000018800|11|110166164|110166339|-|up_5intron	338	47	17	70
const|mouse|Abca5|ENSMUSG00000018800|11|110166164|110166339|-|up_exon	551	101	77	116
const|mouse|Abcc5|ENSMUSG00000022822|16|20333659|20333833|-|dn_3intron	262	321	42	29
const|mouse|Abcc5|ENSMUSG00000022822|16|20333659|20333833|-|dn_5intron	321	143	335	248
const|mouse|Abcc5|ENSMUSG00000022822|16|20333659|20333833|-|dn_exon	634	160	181	468
const|mouse|Abcc5|ENSMUSG00000022822|16|20333659|20333833|-|exon	631	367	482	1161
const|mouse|Abcc5|ENSMUSG00000022822|16|20333659|20333833|-|up_3intron	401	107	85	113
const|mouse|Abcc5|ENSMUSG00000022822|16|20333659|20333833|-|up_5intron	727	172	98	49
const|mouse|Abcc5|ENSMUSG00000022822|16|20333659|20333833|-|up_exon	482	101	128	70
const|mouse|Abcc5|ENSMUSG00000022822|16|20333659|20333833|-|utr	53	3	16	26
const|mouse|Ablim1|ENSMUSG00000025085|19|57116405|57116468|-|dn_3intron	561	111	222	179
const|mouse|Ablim1|ENSMUSG00000025085|19|57116405|57116468|-|dn_5intron	381	211	228	344
const|mouse|Ablim1|ENSMUSG00000025085|19|57116405|57116468|-|dn_exon	449	200	133	792
const|mouse|Ablim1|ENSMUSG00000025085|19|57116405|57116468|-|exon	128	51	18	65
const|mouse|Ablim1|ENSMUSG00000025085|19|57116405|57116468|-|up_3intron	176	33	38	31
const|mouse|Ablim1|ENSMUSG00000025085|19|57116405|57116468|-|up_5intron	244	48	72	382
const|mouse|Ablim1|ENSMUSG00000025085|19|57116405|57116468|-|up_exon	599	404	273	668
const|mouse|Acaca|ENSMUSG00000020532|11|84042422|84042528|+|deep_up	200	52	219	87
const|mouse|Acaca|ENSMUSG00000020532|11|84042422|84042528|+|dn_3intron	225	76	35	57
const|mouse|Acaca|ENSMUSG00000020532|11|84042422|84042528|+|dn_5intron	249	40	46	91
const|mouse|Acaca|ENSMUSG00000020532|11|84042422|84042528|+|dn_exon	145	28	45	20
const|mouse|Acaca|ENSMUSG00000020532|11|84042422|84042528|+|exon	244	238	486	573
const|mouse|Acaca|ENSMUSG00000020532|11|84042422|84042528|+|up_3intron	114	432	1020	177
const|mouse|Acaca|ENSMUSG00000020532|11|84042422|84042528|+|up_5intron	570	888	3183	2312
const|mouse|Acaca|ENSMUSG00000020532|11|84042422|84042528|+|up_exon	238	291	441	136
const|mouse|Acaca|ENSMUSG00000020532|11|84042422|84042528|+|utr	1393	253	65	70
const|mouse|Acaca|ENSMUSG00000020532|11|84186081|84186216|+|dn_3intron	261	1202	1637	338
const|mouse|Acaca|ENSMUSG00000020532|11|84186081|84186216|+|dn_5intron	159	41	173	22
const|mouse|Acaca|ENSMUSG00000020532|11|84186081|84186216|+|dn_exon	650	272	206	122
const|mouse|Acaca|ENSMUSG00000020532|11|84186081|84186216|+|exon	411	118	19	50
const|mouse|Acaca|ENSMUSG00000020532|11|84186081|84186216|+|up_3intron	789	186	338	427
const|mouse|Acaca|ENSMUSG00000020532|11|84186081|84186216|+|up_5intron	416	456	799	1109
const|mouse|Acaca|ENSMUSG00000020532|11|84186081|84186216|+|up_exon	353	94	99	56
const|mouse|Aco2|ENSMUSG00000022477|15|81719728|81719864|+|deep_dn	441	290	249	158
const|mouse|Aco2|ENSMUSG00000022477|15|81719728|81719864|+|deep_up	700	205	144	544
const|mouse|Aco2|ENSMUSG00000022477|15|81719728|81719864|+|dn_3intron	199	149	18	18
const|mouse|Aco2|ENSMUSG00000022477|15|81719728|81719864|+|dn_5intron	511	69	72	50
const|mouse|Aco2|ENSMUSG00000022477|15|81719728|81719864|+|dn_exon	133	119	22	21
const|mouse|Aco2|ENSMUSG00000022477|15|81719728|81719864|+|exon	649	253	165	160
const|mouse|Aco2|ENSMUSG00000022477|15|81719728|81719864|+|up_3intron	337	118	43	29
const|mouse|Aco2|ENSMUSG00000022477|15|81719728|81719864|+|up_exon	929	345	263	135
const|mouse|Acot9|ENSMUSG00000025287|X|151720832|151720908|+|dn_3intron	276	121	420	575
const|mouse|Acot9|ENSMUSG00000025287|X|151720832|151720908|+|dn_5intron	161	26	39	100
const|mouse|Acot9|ENSMUSG00000025287|X|151720832|151720908|+|dn_exon	227	103	10	9
const|mouse|Acot9|ENSMUSG00000025287|X|151720832|151720908|+|exon	295	52	179	643
const|mouse|Acot9|ENSMUSG00000025287|X|151720832|151720908|+|up_3intron	115	67	55	272
const|mouse|Acot9|ENSMUSG00000025287|X|151720832|151720908|+|up_5intron	618	134	41	53
const|mouse|Acot9|ENSMUSG00000025287|X|151720832|151720908|+|up_exon	346	43	55	112
const|mouse|Acrbp|ENSMUSG00000072770|6|125010828|125011007|+|dn_5intron	23	86	48	2
const|mouse|Acrbp|ENSMUSG00000072770|6|125010828|125011007|+|dn_exon	609	150	150	736
const|mouse|Acrbp|ENSMUSG00000072770|6|125010828|125011007|+|exon	172	268	23	94
const|mouse|Acrbp|ENSMUSG00000072770|6|125010828|125011007|+|up_5intron	312	117	159	136
const|mouse|Acrbp|ENSMUSG00000072770|6|125010828|125011007|+|up_exon	432	196	60	52
const|mouse|Acsl3|ENSMUSG00000032883|1|78693231|78693605|+|dn_3intron	433	90	44	73
const|mouse|Acsl3|ENSMUSG00000032883|1|78693231|78693605|+|dn_5intron	604	146	110	337
const|mouse|Acsl3|ENSMUSG00000032883|1|78693231|78693605|+|dn_exon	78	245	73	51
const|mouse|Acsl3|ENSMUSG00000032883|1|78693231|78693605|+|exon	377	34	125	570
const|mouse|Acsl3|ENSMUSG00000032883|1|78693231|78693605|+|up_3intron	121	29	30	43
const|mouse|Acsl3|ENSMUSG00000032883|1|78693231|78693605|+|up_exon	365	122	65	47
const|mouse|Adck3|ENSMUSG00000026489|1|182098904|182099011|-|dn_5intron	314	102	17	27
const|mouse|Adck3|ENSMUSG00000026489|1|182098904|182099011|-|dn_exon	443	142	84	96
const|mouse|Adck3|ENSMUSG00000026489|1|182098904|182099011|-|exon	769	278	152	188
const|mouse|Adck3|ENSMUSG00000026489|1|182098904|182099011|-|up_3intron	698	426	459	234
const|mouse|Adck3|ENSMUSG00000026489|1|182098904|182099011|-|up_exon	960	198	22	44
const|mouse|Ahctf1|ENSMUSG00000026491|1|181696009|181696201|-|deep_dn	578	201	402	1553
const|mouse|Ahctf1|ENSMUSG00000026491|1|181696009|181696201|-|deep_up	302	105	460	947
const|mouse|Ahctf1|ENSMUSG00000026491|1|181696009|181696201|-|dn_3intron	452	159	279	674
const|mouse|Ahctf1|ENSMUSG00000026491|1|181696009|181696201|-|dn_5intron	264	74	59	95
const|mouse|Ahctf1|ENSMUSG00000026491|1|181696009|181696201|-|dn_exon	481	258	209	824
const|mouse|Ahctf1|ENSMUSG00000026491|1|181696009|181696201|-|exon	424	183	100	245
const|mouse|Ahctf1|ENSMUSG00000026491|1|181696009|181696201|-|up_3intron	516	157	190	430
const|mouse|Ahctf1|ENSMUSG00000026491|1|181696009|181696201|-|up_5intron	849	256	147	502
const|mouse|Ahctf1|ENSMUSG00000026491|1|181696009|181696201|-|up_exon	322	83	11	31
const|mouse|Ahcyl1|ENSMUSG00000027893|3|107471926|107472099|-|dn_3intron	353	160	262	525
const|mouse|Ahcyl1|ENSMUSG00000027893|3|107471926|107472099|-|dn_exon	1215	276	334	598
const|mouse|Ahcyl1|ENSMUSG00000027893|3|107471926|107472099|-|exon	395	483	1342	544
const|mouse|Ahcyl1|ENSMUSG00000027893|3|107471926|107472099|-|up_3intron	654	223	86	62
const|mouse|Ahcyl1|ENSMUSG00000027893|3|107471926|107472099|-|up_5intron	205	24	46	256
const|mouse|Ahcyl1|ENSMUSG00000027893|3|107471926|107472099|-|up_exon	536	314	371	462
const|mouse|Ahcyl1|ENSMUSG00000027893|3|107476332|107476456|-|dn_3intron	321	67	42	255
const|mouse|Ahcyl1|ENSMUSG00000027893|3|107476332|107476456|-|dn_5intron	210	44	52	50
const|mouse|Ahcyl1|ENSMUSG00000027893|3|107476332|107476456|-|dn_exon	384	102	55	151
const|mouse|Ahcyl1|ENSMUSG00000027893|3|107476332|107476456|-|exon	680	177	164	183
const|mouse|Ahcyl1|ENSMUSG00000027893|3|107476332|107476456|-|up_3intron	1042	409	197	603
const|mouse|Ahcyl1|ENSMUSG00000027893|3|107476332|107476456|-|up_5intron	184	43	27	10
const|mouse|Ahcyl1|ENSMUSG00000027893|3|107476332|107476456|-|up_exon	443	119	101	278
const|mouse|Ahcyl1|ENSMUSG00000027893|3|107476332|107476456|-|utr	209	64	6	10
const|mouse|Akap9|ENSMUSG00000040407|5|4050155|4050643|+|dn_3intron	56	11	8	48
const|mouse|Akap9|ENSMUSG00000040407|5|4050155|4050643|+|dn_5intron	130	10	12	54
const|mouse|Akap9|ENSMUSG00000040407|5|4050155|4050643|+|dn_exon	304	54	38	67
const|mouse|Akap9|ENSMUSG00000040407|5|4050155|4050643|+|exon	147	81	56	24
const|mouse|Akap9|ENSMUSG00000040407|5|4050155|4050643|+|up_3intron	257	476	648	213
const|mouse|Akap9|ENSMUSG00000040407|5|4050155|4050643|+|up_5intron	355	70	23	71
const|mouse|Akap9|ENSMUSG00000040407|5|4050155|4050643|+|up_exon	412	97	29	18
const|mouse|Aldh1a2|ENSMUSG00000013584|9|71132658|71132825|+|dn_5intron	462	508	1375	1566
const|mouse|Aldh1a2|ENSMUSG00000013584|9|71132658|71132825|+|dn_exon	973	155	163	297
const|mouse|Aldh1a2|ENSMUSG00000013584|9|71132658|71132825|+|exon	465	264	152	128
const|mouse|Aldh1a2|ENSMUSG00000013584|9|71132658|71132825|+|up_3intron	418	74	13	33
const|mouse|Aldh1a2|ENSMUSG00000013584|9|71132658|71132825|+|up_5intron	338	108	18	62
const|mouse|Aldh1a2|ENSMUSG00000013584|9|71132658|71132825|+|up_exon	613	62	172	236
const|mouse|Anapc4|ENSMUSG00000029176|5|53239227|53239296|+|dn_3intron	110	3	3	22
const|mouse|Anapc4|ENSMUSG00000029176|5|53239227|53239296|+|dn_5intron	269	83	13	18
const|mouse|Anapc4|ENSMUSG00000029176|5|53239227|53239296|+|dn_exon	821	235	113	245
const|mouse|Anapc4|ENSMUSG00000029176|5|53239227|53239296|+|exon	146	40	25	23
const|mouse|Anapc4|ENSMUSG00000029176|5|53239227|53239296|+|up_5intron	430	138	132	131
const|mouse|Anapc4|ENSMUSG00000029176|5|53239227|53239296|+|up_exon	439	439	417	465
const|mouse|Ank3|ENSMUSG00000069601|10|69460843|69460974|+|dn_3intron	487	237	982	426
const|mouse|Ank3|ENSMUSG00000069601|10|69460843|69460974|+|dn_5intron	414	52	7	14
const|mouse|Ank3|ENSMUSG00000069601|10|69460843|69460974|+|dn_exon	370	77	21	21
const|mouse|Ank3|ENSMUSG00000069601|10|69460843|69460974|+|exon	81	7	10	9
const|mouse|Ank3|ENSMUSG00000069601|10|69460843|69460974|+|up_3intron	42	13	52	22
const|mouse|Ank3|ENSMUSG00000069601|10|69460843|69460974|+|up_5intron	303	121	15	66
const|mouse|Ank|ENSMUSG00000022265|15|27520098|27520227|+|dn_3intron	14	9	5	6
const|mouse|Ank|ENSMUSG00000022265|15|27520098|27520227|+|dn_5intron	759	362	942	349
const|mouse|Ank|ENSMUSG00000022265|15|27520098|27520227|+|dn_exon	719	253	30	145
const|mouse|Ank|ENSMUSG00000022265|15|27520098|27520227|+|exon	839	186	28	68
const|mouse|Ank|ENSMUSG00000022265|15|27520098|27520227|+|up_3intron	468	171	60	161
const|mouse|Ank|ENSMUSG00000022265|15|27520098|27520227|+|up_5intron	430	140	199	85
const|mouse|Ank|ENSMUSG00000022265|15|27520098|27520227|+|up_exon	751	342	454	442
const|mouse|Ankrd44|ENSMUSG00000052331|1|54710587|54710669|-|dn_3intron	239	5270	1327	295
const|mouse|Ankrd44|ENSMUSG00000052331|1|54710587|54710669|-|dn_5intron	685	261	593	1331
const|mouse|Ankrd44|ENSMUSG00000052331|1|54710587|54710669|-|dn_exon	402	126	446	325
const|mouse|Ankrd44|ENSMUSG00000052331|1|54710587|54710669|-|exon	641	205	260	591
const|mouse|Ankrd44|ENSMUSG00000052331|1|54710587|54710669|-|up_3intron	635	122	54	190
const|mouse|Ankrd44|ENSMUSG00000052331|1|54710587|54710669|-|up_exon	392	173	21	61
const|mouse|Ankrd44|ENSMUSG00000052331|1|54789611|54790352|-|dn_3intron	177	42	3	8
const|mouse|Ankrd44|ENSMUSG00000052331|1|54789611|54790352|-|dn_5intron	371	73	68	88
const|mouse|Ankrd44|ENSMUSG00000052331|1|54789611|54790352|-|dn_exon	489	116	116	358
const|mouse|Ankrd44|ENSMUSG00000052331|1|54789611|54790352|-|exon	297	203	264	371
const|mouse|Ankrd44|ENSMUSG00000052331|1|54789611|54790352|-|up_3intron	629	316	292	644
const|mouse|Ankrd44|ENSMUSG00000052331|1|54789611|54790352|-|up_5intron	919	85	122	122
const|mouse|Ankrd44|ENSMUSG00000052331|1|54789611|54790352|-|up_exon	432	102	97	310
const|mouse|Anubl1|ENSMUSG00000042213|6|116265220|116265660|+|dn_3intron	219	52	43	29
const|mouse|Anubl1|ENSMUSG00000042213|6|116265220|116265660|+|dn_5intron	384	182	192	554
const|mouse|Anubl1|ENSMUSG00000042213|6|116265220|116265660|+|dn_exon	109	36	17	6
const|mouse|Anubl1|ENSMUSG00000042213|6|116265220|116265660|+|exon	210	37	37	14
const|mouse|Anubl1|ENSMUSG00000042213|6|116265220|116265660|+|up_exon	795	106	105	65
const|mouse|Ap2b1|ENSMUSG00000035152|11|83148883|83149104|+|dn_3intron	225	164	156	93
const|mouse|Ap2b1|ENSMUSG00000035152|11|83148883|83149104|+|dn_5intron	616	101	181	429
const|mouse|Ap2b1|ENSMUSG00000035152|11|83148883|83149104|+|dn_exon	1018	152	54	65
const|mouse|Ap2b1|ENSMUSG00000035152|11|83148883|83149104|+|exon	1145	256	177	551
const|mouse|Ap2b1|ENSMUSG00000035152|11|83148883|83149104|+|up_3intron	100	92	254	259
const|mouse|Ap2b1|ENSMUSG00000035152|11|83148883|83149104|+|up_5intron	951	207	289	563
const|mouse|Ap2b1|ENSMUSG00000035152|11|83148883|83149104|+|up_exon	441	237	163	146
const|mouse|Apaf1|ENSMUSG00000019979|10|90542632|90542876|-|dn_3intron	315	207	131	329
const|mouse|Apaf1|ENSMUSG00000019979|10|90542632|90542876|-|dn_5intron	318	30	12	25
const|mouse|Apaf1|ENSMUSG00000019979|10|90542632|90542876|-|dn_exon	370	237	32	95
const|mouse|Apaf1|ENSMUSG00000019979|10|90542632|90542876|-|exon	127	44	36	4
const|mouse|Apaf1|ENSMUSG00000019979|10|90542632|90542876|-|up_3intron	142	51	144	271
const|mouse|Apaf1|ENSMUSG00000019979|10|90542632|90542876|-|up_5intron	1107	214	181	373
const|mouse|Apaf1|ENSMUSG00000019979|10|90542632|90542876|-|up_exon	310	256	28	2
const|mouse|Apeh|ENSMUSG00000032590|9|107994099|107994220|-|dn_3intron	78	111	73	52
const|mouse|Apeh|ENSMUSG00000032590|9|107994099|107994220|-|dn_5intron	426	276	442	121
const|mouse|Apeh|ENSMUSG00000032590|9|107994099|107994220|-|dn_exon	551	255	309	585
const|mouse|Apeh|ENSMUSG00000032590|9|107994099|107994220|-|exon	362	239	103	131
const|mouse|Apeh|ENSMUSG00000032590|9|107994099|107994220|-|up_5intron	1042	517	274	594
const|mouse|Aplp2|ENSMUSG00000031996|9|30966084|30966183|-|dn_3intron	989	120	36	35
const|mouse|Aplp2|ENSMUSG00000031996|9|30966084|30966183|-|dn_5intron	297	116	460	279
const|mouse|Aplp2|ENSMUSG00000031996|9|30966084|30966183|-|exon	400	84	54	100
const|mouse|Aplp2|ENSMUSG00000031996|9|30966084|30966183|-|up_3intron	303	110	14	12
const|mouse|Aplp2|ENSMUSG00000031996|9|30966084|30966183|-|up_5intron	615	142	161	417
const|mouse|Aplp2|ENSMUSG00000031996|9|30966084|30966183|-|up_exon	2269	535	167	232
const|mouse|Aqr|ENSMUSG00000040383|2|113945646|113945781|-|dn_3intron	257	223	862	624
const|mouse|Aqr|ENSMUSG00000040383|2|113945646|113945781|-|dn_5intron	297	87	49	44
const|mouse|Aqr|ENSMUSG00000040383|2|113945646|113945781|-|dn_exon	478	134	55	71
const|mouse|Aqr|ENSMUSG00000040383|2|113945646|113945781|-|exon	408	156	92	114
const|mouse|Aqr|ENSMUSG00000040383|2|113945646|113945781|-|up_3intron	713	172	220	1879
const|mouse|Aqr|ENSMUSG00000040383|2|113945646|113945781|-|up_5intron	311	277	440	259
const|mouse|Aqr|ENSMUSG00000040383|2|113945646|113945781|-|up_exon	592	57	57	52
const|mouse|Arfgef1|ENSMUSG00000067851|1|10170951|10171122|-|dn_3intron	241	132	91	13
const|mouse|Arfgef1|ENSMUSG00000067851|1|10170951|10171122|-|dn_5intron	432	81	584	544
const|mouse|Arfgef1|ENSMUSG00000067851|1|10170951|10171122|-|dn_exon	472	43	34	46
const|mouse|Arfgef1|ENSMUSG00000067851|1|10170951|10171122|-|exon	53	15	17	9
const|mouse|Arfgef1|ENSMUSG00000067851|1|10170951|10171122|-|up_5intron	652	179	39	84
const|mouse|Arfgef1|ENSMUSG00000067851|1|10170951|10171122|-|up_exon	241	311	1276	1392
const|mouse|Arhgef6|ENSMUSG00000031133|X|54542398|54542468|-|deep_dn	132	13	18	369
const|mouse|Arhgef6|ENSMUSG00000031133|X|54542398|54542468|-|deep_up	534	134	16	63
const|mouse|Arhgef6|ENSMUSG00000031133|X|54542398|54542468|-|dn_3intron	944	203	39	72
const|mouse|Arhgef6|ENSMUSG00000031133|X|54542398|54542468|-|dn_5intron	187	19	83	207
const|mouse|Arhgef6|ENSMUSG00000031133|X|54542398|54542468|-|dn_exon	123	159	57	22
const|mouse|Arhgef6|ENSMUSG00000031133|X|54542398|54542468|-|exon	361	88	26	32
const|mouse|Arhgef6|ENSMUSG00000031133|X|54542398|54542468|-|up_3intron	921	242	156	742
const|mouse|Arhgef6|ENSMUSG00000031133|X|54542398|54542468|-|up_5intron	305	76	201	307
const|mouse|Arhgef6|ENSMUSG00000031133|X|54542398|54542468|-|up_exon	143	34	43	8
const|mouse|Arhgef6|ENSMUSG00000031133|X|54542398|54542468|-|utr	637	135	16	39
const|mouse|Arid4a|ENSMUSG00000048118|12|72188448|72188595|+|dn_3intron	932	142	143	559
const|mouse|Arid4a|ENSMUSG00000048118|12|72188448|72188595|+|dn_5intron	752	595	301	408
const|mouse|Arid4a|ENSMUSG00000048118|12|72188448|72188595|+|dn_exon	258	85	22	226
const|mouse|Arid4a|ENSMUSG00000048118|12|72188448|72188595|+|exon	97	15	1	13
const|mouse|Arid4a|ENSMUSG00000048118|12|72188448|72188595|+|up_3intron	549	135	96	632
const|mouse|Arid4a|ENSMUSG00000048118|12|72188448|72188595|+|up_5intron	609	250	898	1488
const|mouse|Arid4a|ENSMUSG00000048118|12|72188448|72188595|+|up_exon	228	51	47	43
const|mouse|Ascc3|ENSMUSG00000038774|10|50365469|50365594|+|dn_3intron	13	8	12	5
const|mouse|Ascc3|ENSMUSG00000038774|10|50365469|50365594|+|dn_5intron	621	178	657	807
